INFO 2024-09-06 14:24:56,980 autoreload Watching for file changes with StatReloader
ERROR 2024-09-07 09:51:34,434 log Internal Server Error: /picks/league/1/make_pick/
Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/contrib/auth/decorators.py", line 60, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py", line 155, in make_pick
    team_picked=Team.objects.get(pk=team_id),
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/query.py", line 649, in get
    raise self.model.DoesNotExist(
picks.models.Team.DoesNotExist: Team matching query does not exist.
ERROR 2024-09-07 09:51:34,435 basehttp "POST /picks/league/1/make_pick/ HTTP/1.1" 500 80628
INFO 2024-09-07 09:52:16,076 views The current time in EST being used is 2024-09-07 10:52:16.076522-04:00
INFO 2024-09-07 09:52:16,096 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12306
INFO 2024-09-07 09:52:16,135 basehttp "GET /static/css/main.css HTTP/1.1" 304 0
ERROR 2024-09-07 09:52:19,873 log Internal Server Error: /picks/league/1/make_pick/
Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/contrib/auth/decorators.py", line 60, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py", line 155, in make_pick
    team_picked=Team.objects.get(pk=team_id),
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/query.py", line 649, in get
    raise self.model.DoesNotExist(
picks.models.Team.DoesNotExist: Team matching query does not exist.
ERROR 2024-09-07 09:52:19,874 basehttp "POST /picks/league/1/make_pick/ HTTP/1.1" 500 80617
INFO 2024-09-07 09:53:17,814 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 09:53:18,292 autoreload Watching for file changes with StatReloader
INFO 2024-09-07 09:53:21,234 views Request JSON: <QueryDict: {'csrfmiddlewaretoken': ['2tpyvlxIeQy2uzDEvX9T0Jwho1E1hecThw6P3sUzcErvsp2ngAIQ0cfqcZdhCo37'], 'selected_team': ['18']}>
ERROR 2024-09-07 09:53:21,262 log Internal Server Error: /picks/league/1/make_pick/
Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/contrib/auth/decorators.py", line 60, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py", line 157, in make_pick
    team_picked=Team.objects.get(pk=team_id),
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/query.py", line 649, in get
    raise self.model.DoesNotExist(
picks.models.Team.DoesNotExist: Team matching query does not exist.
ERROR 2024-09-07 09:53:21,264 basehttp "POST /picks/league/1/make_pick/ HTTP/1.1" 500 80575
INFO 2024-09-07 09:53:46,788 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 09:53:47,101 autoreload Watching for file changes with StatReloader
INFO 2024-09-07 09:53:49,942 views Request JSON: <QueryDict: {'csrfmiddlewaretoken': ['2tpyvlxIeQy2uzDEvX9T0Jwho1E1hecThw6P3sUzcErvsp2ngAIQ0cfqcZdhCo37'], 'selected_team': ['18']}>
ERROR 2024-09-07 09:53:49,981 log Internal Server Error: /picks/league/1/make_pick/
Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/query.py", line 948, in get_or_create
    return self.get(**kwargs), False
           ^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/query.py", line 649, in get
    raise self.model.DoesNotExist(
picks.models.Pick.DoesNotExist: Pick matching query does not exist.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/backends/utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/backends/sqlite3/base.py", line 354, in execute
    return super().execute(query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
sqlite3.IntegrityError: NOT NULL constraint failed: picks_pick.week

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/contrib/auth/decorators.py", line 60, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py", line 154, in make_pick
    Pick.objects.update_or_create(
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/query.py", line 986, in update_or_create
    obj, created = self.select_for_update().get_or_create(
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/query.py", line 955, in get_or_create
    return self.create(**params), True
           ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/query.py", line 679, in create
    obj.save(force_insert=True, using=self.db)
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/base.py", line 891, in save
    self.save_base(
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/base.py", line 997, in save_base
    updated = self._save_table(
              ^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/base.py", line 1160, in _save_table
    results = self._do_insert(
              ^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/base.py", line 1201, in _do_insert
    return manager._insert(
           ^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/query.py", line 1847, in _insert
    return query.get_compiler(using=using).execute_sql(returning_fields)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/sql/compiler.py", line 1836, in execute_sql
    cursor.execute(sql, params)
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/backends/utils.py", line 122, in execute
    return super().execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/backends/utils.py", line 79, in execute
    return self._execute_with_wrappers(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/backends/utils.py", line 92, in _execute_with_wrappers
    return executor(sql, params, many, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/backends/utils.py", line 100, in _execute
    with self.db.wrap_database_errors:
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/backends/utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/backends/sqlite3/base.py", line 354, in execute
    return super().execute(query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
django.db.utils.IntegrityError: NOT NULL constraint failed: picks_pick.week
ERROR 2024-09-07 09:53:49,984 basehttp "POST /picks/league/1/make_pick/ HTTP/1.1" 500 178072
INFO 2024-09-07 09:54:39,888 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 09:54:40,221 autoreload Watching for file changes with StatReloader
INFO 2024-09-07 09:54:49,418 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 09:54:49,716 autoreload Watching for file changes with StatReloader
ERROR 2024-09-07 09:54:53,043 log Internal Server Error: /picks/league/1/make_pick/
Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/contrib/auth/decorators.py", line 60, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: make_pick() missing 1 required positional argument: 'current_week'
ERROR 2024-09-07 09:54:53,044 basehttp "POST /picks/league/1/make_pick/ HTTP/1.1" 500 67768
ERROR 2024-09-07 09:55:16,470 log Internal Server Error: /picks/league/1/make_pick/
Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/contrib/auth/decorators.py", line 60, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: make_pick() missing 1 required positional argument: 'current_week'
ERROR 2024-09-07 09:55:16,471 basehttp "POST /picks/league/1/make_pick/ HTTP/1.1" 500 67768
INFO 2024-09-07 09:57:42,292 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/urls.py changed, reloading.
INFO 2024-09-07 09:57:42,737 autoreload Watching for file changes with StatReloader
WARNING 2024-09-07 09:57:46,526 log Not Found: /picks/league/1/make_pick/
WARNING 2024-09-07 09:57:46,526 basehttp "POST /picks/league/1/make_pick/ HTTP/1.1" 404 4706
INFO 2024-09-07 09:57:59,618 views The current time in EST being used is 2024-09-07 10:57:59.618449-04:00
INFO 2024-09-07 09:57:59,637 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12308
INFO 2024-09-07 09:58:01,604 views Request JSON: <QueryDict: {'csrfmiddlewaretoken': ['UZQ8Qa3XlCLcB4CXIsOsqyJksDW08pAF92xpohqOjqEFzU1Gt5npq1stgBvgtzrT'], 'selected_team': ['19']}>
INFO 2024-09-07 09:58:01,613 basehttp "POST /picks/league/1/1/make_pick/ HTTP/1.1" 302 0
INFO 2024-09-07 09:58:01,620 views Current user: incog-user-1
INFO 2024-09-07 09:58:01,621 views Current player: incog-user-1
INFO 2024-09-07 09:58:01,625 basehttp "GET /picks/ HTTP/1.1" 200 1930
INFO 2024-09-07 09:58:05,703 views The current time in EST being used is 2024-09-07 10:58:05.703713-04:00
INFO 2024-09-07 09:58:05,712 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12308
INFO 2024-09-07 10:11:53,002 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 10:11:53,402 autoreload Watching for file changes with StatReloader
INFO 2024-09-07 10:12:44,199 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 10:12:44,518 autoreload Watching for file changes with StatReloader
INFO 2024-09-07 10:13:48,372 views The current time in EST being used is 2024-09-07 11:13:48.371320-04:00
INFO 2024-09-07 10:13:48,398 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12319
INFO 2024-09-07 10:30:39,562 views The current time in EST being used is 2024-09-07 11:30:39.561156-04:00
INFO 2024-09-07 10:30:39,577 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12333
INFO 2024-09-07 10:30:40,303 views The current time in EST being used is 2024-09-07 11:30:40.303356-04:00
INFO 2024-09-07 10:30:40,317 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12333
INFO 2024-09-07 10:30:40,716 views The current time in EST being used is 2024-09-07 11:30:40.715763-04:00
INFO 2024-09-07 10:30:40,726 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12333
INFO 2024-09-07 10:30:56,216 views The current time in EST being used is 2024-09-07 11:30:56.213790-04:00
INFO 2024-09-07 10:30:56,231 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12333
INFO 2024-09-07 10:30:56,875 views The current time in EST being used is 2024-09-07 11:30:56.874277-04:00
INFO 2024-09-07 10:30:56,897 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12353
INFO 2024-09-07 10:31:35,712 views The current time in EST being used is 2024-09-07 11:31:35.711927-04:00
INFO 2024-09-07 10:31:35,730 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12354
INFO 2024-09-07 10:31:36,450 views The current time in EST being used is 2024-09-07 11:31:36.449260-04:00
INFO 2024-09-07 10:31:36,469 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12354
INFO 2024-09-07 10:31:42,607 views The current time in EST being used is 2024-09-07 11:31:42.606684-04:00
INFO 2024-09-07 10:31:42,619 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12354
INFO 2024-09-07 10:31:43,118 views The current time in EST being used is 2024-09-07 11:31:43.116921-04:00
INFO 2024-09-07 10:31:43,137 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12354
INFO 2024-09-07 10:31:47,722 basehttp "GET /admin/picks/pick/ HTTP/1.1" 200 11995
INFO 2024-09-07 10:31:47,884 basehttp "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2024-09-07 10:31:47,927 basehttp "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2024-09-07 10:31:47,928 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2024-09-07 10:31:47,938 basehttp "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2024-09-07 10:31:47,939 basehttp "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2024-09-07 10:31:47,941 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2024-09-07 10:31:47,941 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2024-09-07 10:31:47,941 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2024-09-07 10:31:47,947 basehttp "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2024-09-07 10:31:47,955 basehttp "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2024-09-07 10:31:47,956 basehttp "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2024-09-07 10:31:47,956 basehttp "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2024-09-07 10:31:47,956 basehttp "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2024-09-07 10:31:47,956 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2024-09-07 10:31:47,957 basehttp "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2024-09-07 10:31:48,027 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2024-09-07 10:31:48,047 basehttp "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2024-09-07 10:31:48,066 basehttp "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
INFO 2024-09-07 10:31:48,067 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2024-09-07 10:33:29,854 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 10:33:30,283 autoreload Watching for file changes with StatReloader
INFO 2024-09-07 10:33:34,412 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 10:33:34,645 autoreload Watching for file changes with StatReloader
INFO 2024-09-07 10:33:48,424 views The current time in EST being used: 2024-09-07 11:33:48.423212-04:00
INFO 2024-09-07 10:33:48,426 views The user has made the following pick: <QuerySet [<Pick: incog-user-1 - DummyLeague (2024) - 1 - Las Vegas Raiders>]>
INFO 2024-09-07 10:33:48,447 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12354
INFO 2024-09-07 10:34:49,795 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 10:34:50,151 autoreload Watching for file changes with StatReloader
ERROR 2024-09-07 10:34:51,394 log Internal Server Error: /picks/league/1/
Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/contrib/auth/decorators.py", line 60, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py", line 131, in league
    current_pick = Pick.objects.first(
                   ^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: QuerySet.first() got an unexpected keyword argument 'leagueplayer__player'
ERROR 2024-09-07 10:34:51,395 basehttp "GET /picks/league/1/ HTTP/1.1" 500 77953
INFO 2024-09-07 10:35:30,797 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 10:35:31,261 autoreload Watching for file changes with StatReloader
INFO 2024-09-07 10:35:32,427 views The current time in EST being used: 2024-09-07 11:35:32.425383-04:00
INFO 2024-09-07 10:35:32,429 views The user has made the following pick: incog-user-1 - DummyLeague (2024) - 1 - Las Vegas Raiders
INFO 2024-09-07 10:35:32,459 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12371
INFO 2024-09-07 10:35:37,205 views Request JSON: <QueryDict: {'csrfmiddlewaretoken': ['qPlLvWPEAMQRF1y4rGPP25bIyhhEhPLOFS2233cvyAJkDRXNcjoM2yURmfQUCZC2'], 'selected_team': ['1']}>
INFO 2024-09-07 10:35:37,208 basehttp "POST /picks/league/1/1/make_pick/ HTTP/1.1" 302 0
INFO 2024-09-07 10:35:37,214 views Current user: incog-user-1
INFO 2024-09-07 10:35:37,214 views Current player: incog-user-1
INFO 2024-09-07 10:35:37,217 basehttp "GET /picks/ HTTP/1.1" 200 1930
INFO 2024-09-07 10:35:39,232 views The current time in EST being used: 2024-09-07 11:35:39.231268-04:00
INFO 2024-09-07 10:35:39,233 views The user has made the following pick: incog-user-1 - DummyLeague (2024) - 1 - Las Vegas Raiders
INFO 2024-09-07 10:35:39,241 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12371
INFO 2024-09-07 10:35:44,338 views Request JSON: <QueryDict: {'csrfmiddlewaretoken': ['iRvnggXD7ApSdBJHsGQmjtBFEb3yQFctxUcEOnku5oilbr8qdjpjjWkOs9CObP3H'], 'selected_team': ['1']}>
INFO 2024-09-07 10:35:44,341 basehttp "POST /picks/league/1/1/make_pick/ HTTP/1.1" 302 0
INFO 2024-09-07 10:35:44,346 views Current user: incog-user-1
INFO 2024-09-07 10:35:44,346 views Current player: incog-user-1
INFO 2024-09-07 10:35:44,348 basehttp "GET /picks/ HTTP/1.1" 200 1930
INFO 2024-09-07 10:35:46,528 views The current time in EST being used: 2024-09-07 11:35:46.527307-04:00
INFO 2024-09-07 10:35:46,530 views The user has made the following pick: incog-user-1 - DummyLeague (2024) - 1 - Las Vegas Raiders
INFO 2024-09-07 10:35:46,539 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12371
INFO 2024-09-07 10:36:26,123 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 10:36:26,567 autoreload Watching for file changes with StatReloader
INFO 2024-09-07 10:36:31,718 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 10:36:32,035 autoreload Watching for file changes with StatReloader
INFO 2024-09-07 10:36:39,180 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 10:36:39,683 autoreload Watching for file changes with StatReloader
INFO 2024-09-07 10:36:39,807 views The current time in EST being used: 2024-09-07 11:36:39.805854-04:00
INFO 2024-09-07 10:36:39,807 views The user has made the following pick: incog-user-1 - DummyLeague (2024) - 1 - Las Vegas Raiders
INFO 2024-09-07 10:36:39,822 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12371
INFO 2024-09-07 10:36:41,868 views Request JSON: <QueryDict: {'csrfmiddlewaretoken': ['jEC9Cs2lCX56A4owTI6jmTzT0qaDerwVyHjqazpcALYzyUNfElFgmmi2OoJTzBn9'], 'selected_team': ['6']}>
INFO 2024-09-07 10:36:41,873 basehttp "POST /picks/league/1/1/make_pick/ HTTP/1.1" 302 0
WARNING 2024-09-07 10:36:41,886 log Not Found: /picks/league/1/1/make_pick/picks/league
WARNING 2024-09-07 10:36:41,886 basehttp "GET /picks/league/1/1/make_pick/picks/league HTTP/1.1" 404 4747
INFO 2024-09-07 10:37:10,183 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-07 10:37:10,591 autoreload Watching for file changes with StatReloader
INFO 2024-09-07 10:37:13,763 views Request JSON: <QueryDict: {'csrfmiddlewaretoken': ['jEC9Cs2lCX56A4owTI6jmTzT0qaDerwVyHjqazpcALYzyUNfElFgmmi2OoJTzBn9'], 'selected_team': ['6']}>
INFO 2024-09-07 10:37:13,769 basehttp "POST /picks/league/1/1/make_pick/ HTTP/1.1" 302 0
INFO 2024-09-07 10:37:13,790 views The current time in EST being used: 2024-09-07 11:37:13.788800-04:00
INFO 2024-09-07 10:37:13,791 views The user has made the following pick: incog-user-1 - DummyLeague (2024) - 1 - Las Vegas Raiders
INFO 2024-09-07 10:37:13,808 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12631
INFO 2024-09-07 10:37:16,768 views Request JSON: <QueryDict: {'csrfmiddlewaretoken': ['hgKYHmqcM6BgGdYOAmCLsKqLALrsxtu1wjrfftN3KUuJE3nxlZbIsd9UoJ0ISDlf'], 'selected_team': ['34']}>
INFO 2024-09-07 10:37:16,775 basehttp "POST /picks/league/1/1/make_pick/ HTTP/1.1" 302 0
INFO 2024-09-07 10:37:16,787 views The current time in EST being used: 2024-09-07 11:37:16.786213-04:00
INFO 2024-09-07 10:37:16,788 views The user has made the following pick: incog-user-1 - DummyLeague (2024) - 1 - Las Vegas Raiders
INFO 2024-09-07 10:37:16,797 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12540
INFO 2024-09-07 10:37:18,912 views Request JSON: <QueryDict: {'csrfmiddlewaretoken': ['rj9ba6nYRezWTf6QDWgkdwn4RhZ4Q12TGmQsIdKPP2spR5vzozPhdZ6dFfykbbT7'], 'selected_team': ['13']}>
INFO 2024-09-07 10:37:18,916 basehttp "POST /picks/league/1/1/make_pick/ HTTP/1.1" 302 0
INFO 2024-09-07 10:37:18,922 views The current time in EST being used: 2024-09-07 11:37:18.921596-04:00
INFO 2024-09-07 10:37:18,923 views The user has made the following pick: incog-user-1 - DummyLeague (2024) - 1 - Las Vegas Raiders
INFO 2024-09-07 10:37:18,934 basehttp "GET /picks/league/1/ HTTP/1.1" 200 12540
INFO 2024-09-07 10:37:21,142 views Request JSON: <QueryDict: {'csrfmiddlewaretoken': ['FZnwxKQFFjW6GGqb8CQLLS2EMWGxxanXU24N5RdwD7PzEwPUTfpILlLNAUfNSkeb'], 'selected_team': ['19']}>
INFO 2024-09-07 10:37:21,152 basehttp "POST /picks/league/1/1/make_pick/ HTTP/1.1" 302 0
